2458156.787400 0.147800 0.000110 0 0 -1
2458156.789350 0.148500 0.000110 0 0 -1
2458156.791240 0.147800 0.000110 0 0 -1
2458156.797380 0.147700 0.000110 0 0 -1
2458203.675190 0.157800 0.000130 0 0 -1
2458203.676690 0.159500 0.000160 0 0 -1
2458203.678100 0.159400 0.000170 0 0 -1
2458203.679550 0.158400 0.000160 0 0 -1
2458203.680970 0.159300 0.000150 0 0 -1
2458203.682400 0.158800 0.000150 0 0 -1
2458204.657390 0.160100 0.000180 0 0 -1
2458204.658840 0.159000 0.000170 0 0 -1
2458204.660270 0.159900 0.000170 0 0 -1
2458204.661680 0.159300 0.000170 0 0 -1
2458204.663120 0.159800 0.000170 0 0 -1
2458204.665510 0.161000 0.000170 0 0 -1
2458205.711510 0.159900 0.000190 0 0 -1
2458205.712920 0.161900 0.000190 0 0 -1
2458205.714360 0.161200 0.000180 0 0 -1
2458205.715770 0.161400 0.000190 0 0 -1
2458205.717210 0.162300 0.000190 0 0 -1
2458205.718650 0.162500 0.000200 0 0 -1
2458206.697460 0.163000 0.000200 0 0 -1
2458206.698890 0.162800 0.000210 0 0 -1
2458206.700310 0.163400 0.000190 0 0 -1
2458206.701840 0.163400 0.000190 0 0 -1
2458206.703240 0.162400 0.000170 0 0 -1
2458206.704750 0.164000 0.000170 0 0 -1
2458207.739560 0.159100 0.000170 0 0 -1
2458207.740980 0.160300 0.000160 0 0 -1
2458207.742390 0.160200 0.000190 0 0 -1
2458207.743830 0.160600 0.000170 0 0 -1
2458207.745390 0.160300 0.000170 0 0 -1
2458207.746830 0.160100 0.000160 0 0 -1
2458208.682520 0.159400 0.000140 0 0 -1
2458208.683930 0.160000 0.000120 0 0 -1
2458208.685350 0.160600 0.000120 0 0 -1
2458208.686770 0.160000 0.000130 0 0 -1
2458208.688180 0.160600 0.000130 0 0 -1
2458208.689630 0.161900 0.000150 0 0 -1
2458209.667280 0.158500 0.000140 0 0 -1
2458209.668610 0.158400 0.000140 0 0 -1
2458209.669960 0.158700 0.000140 0 0 -1
2458209.671250 0.158400 0.000130 0 0 -1
2458209.672560 0.157400 0.000130 0 0 -1
2458209.673870 0.157500 0.000130 0 0 -1
2458507.839240 0.163700 0.000470 0 0 -1
2458507.840860 0.161800 0.000430 0 0 -1
2458507.842570 0.161700 0.000410 0 0 -1
2458507.844220 0.163600 0.000390 0 0 -1
2458507.845880 0.162100 0.000380 0 0 -1
2458527.822000 0.169200 0.000540 0 0 -1
2458527.823540 0.171400 0.000560 0 0 -1
2458527.825000 0.169500 0.000540 0 0 -1
2458527.826440 0.169200 0.000540 0 0 -1
2458527.827890 0.169900 0.000540 0 0 -1
2458527.829370 0.170100 0.000540 0 0 -1
2458914.784070 0.169700 0.000400 0 0 -1
2458914.785400 0.172500 0.000500 0 0 -1
2458914.786600 0.169500 0.000440 0 0 -1
2458914.787790 0.165500 0.000340 0 0 -1
2458914.789000 0.167900 0.000430 0 0 -1
