2450830.213590 -4.300000 1.460000 0 0 -1
2450970.886110 -0.080000 1.960000 0 0 -1
2450970.894330 -2.990000 1.520000 0 0 -1
2451213.229180 -10.070000 1.440000 0 0 -1
2451236.212930 1.930000 3.410000 0 0 -1
2451237.113210 -6.840000 2.150000 0 0 -1
2451274.166090 -1.190000 1.770000 0 0 -1
2451274.178150 -6.680000 1.750000 0 0 -1
2451275.073900 -12.930000 2.160000 0 0 -1
2451382.901380 -8.750000 1.400000 0 0 -1
2451631.047970 -7.510000 1.450000 0 0 -1
2451682.841960 -6.800000 1.650000 0 0 -1
2451684.054430 -1.110000 1.530000 0 0 -1
2451717.855970 -5.770000 1.480000 0 0 -1
2451743.867990 -4.110000 1.470000 0 0 -1
2451919.235920 -1.910000 2.400000 0 0 -1
2451984.132700 -8.610000 1.770000 0 0 -1
2452009.158150 -1.910000 3.610000 0 0 -1
2452009.164330 -2.170000 1.510000 0 0 -1
2452060.930100 -3.690000 1.510000 0 0 -1
2452127.865640 -5.880000 1.990000 0 0 -1
2452388.048110 -9.330000 1.540000 0 0 -1
2452420.976270 0.460000 1.570000 0 0 -1
2452421.980120 -0.760000 1.460000 0 0 -1
2452422.908710 -3.090000 1.580000 0 0 -1
2452423.980600 -2.840000 1.830000 0 0 -1
2452424.981690 -3.060000 1.620000 0 0 -1
2452424.984490 -3.580000 1.540000 0 0 -1
2452455.889610 -9.540000 1.550000 0 0 -1
2452654.273020 0.170000 1.670000 0 0 -1
2452745.026850 -6.080000 1.600000 0 0 -1
2452749.084250 -5.020000 2.300000 0 0 -1
2452749.086360 -5.020000 2.370000 0 0 -1
2452751.079340 -1.270000 1.630000 0 0 -1
2452783.966700 -1.230000 1.690000 0 0 -1
2452860.842570 1.560000 1.560000 0 0 -1
2453005.253360 3.930000 2.020000 0 0 -1
2453008.215560 -0.150000 1.610000 0 0 -1
2453041.288000 0.350000 1.490000 0 0 -1
2453042.216610 -1.850000 1.570000 0 0 -1
2453048.260700 -6.880000 2.430000 0 0 -1
2453048.263130 5.620000 2.240000 0 0 -1
2453051.192170 3.210000 1.470000 0 0 -1
2453214.870030 -1.970000 1.550000 0 0 -1
2453245.848390 -2.520000 2.200000 0 0 -1
2453402.194390 -0.220000 1.590000 0 0 -1
2453402.196490 0.410000 1.680000 0 0 -1
2453402.198590 -6.680000 1.570000 0 0 -1
2453402.200680 -0.950000 1.690000 0 0 -1
2453482.943700 1.960000 1.640000 0 0 -1
2453482.946770 0.890000 1.660000 0 0 -1
2453482.949830 1.660000 1.570000 0 0 -1
2453483.974430 -3.320000 1.420000 0 0 -1
2453483.978670 -4.850000 1.590000 0 0 -1
2453483.982890 -4.020000 1.500000 0 0 -1
2453485.009220 -3.790000 1.480000 0 0 -1
2453485.012300 -2.020000 1.480000 0 0 -1
2453485.015390 -1.760000 1.580000 0 0 -1
2453485.018470 -3.320000 1.520000 0 0 -1
2453485.930720 -5.640000 1.650000 0 0 -1
2453485.933790 -4.840000 1.670000 0 0 -1
2453485.936870 -3.180000 1.610000 0 0 -1
2453486.992200 -6.400000 1.560000 0 0 -1
2453486.994700 -7.010000 1.680000 0 0 -1
2453486.997190 -1.600000 1.510000 0 0 -1
2453486.999680 -4.690000 1.580000 0 0 -1
2453488.060540 -4.110000 1.580000 0 0 -1
2453488.063060 -7.550000 1.650000 0 0 -1
2453488.065540 -4.970000 1.610000 0 0 -1
2453488.068030 -7.740000 1.510000 0 0 -1
2453488.975540 -5.350000 1.530000 0 0 -1
2453488.978610 -3.410000 1.560000 0 0 -1
2453488.981750 -6.080000 1.590000 0 0 -1
2453488.984820 -2.810000 1.650000 0 0 -1
2453506.920080 -1.050000 1.700000 0 0 -1
2453506.922220 0.800000 1.810000 0 0 -1
2453506.924360 0.150000 1.720000 0 0 -1
2453506.926500 1.580000 1.660000 0 0 -1
2453509.016800 -1.950000 1.660000 0 0 -1
2453509.019900 0.760000 1.690000 0 0 -1
2453509.022960 -1.860000 1.690000 0 0 -1
2453509.026020 -5.450000 1.870000 0 0 -1
2453509.846380 -6.580000 1.550000 0 0 -1
2453509.849220 -5.680000 1.710000 0 0 -1
2453509.852060 -4.720000 1.740000 0 0 -1
2453509.854880 -2.900000 1.730000 0 0 -1
2453515.854290 1.550000 1.600000 0 0 -1
2453515.857130 0.840000 1.680000 0 0 -1
2453515.859970 1.240000 1.640000 0 0 -1
2453515.862810 3.070000 1.670000 0 0 -1
